cca,size,total_time
9,19,0.002481531352
9,19,0.000421114266
9,19,0.003741767257
9,19,0.003023549914
9,20,0.003015097231
9,20,0.003333143890
9,20,0.005257841200
9,20,0.005098842084
9,20,0.004504200071
9,20,0.000498354435
9,20,0.002785138786
9,20,0.002458803356
9,20,0.004317134619
9,20,0.004548273981
9,20,0.002903487533
9,20,0.002270910889
9,21,0.002655297518
9,21,0.002406667918
9,21,0.005444429815
9,21,0.004517603666
9,21,0.004939887673
9,21,0.006615214050
9,21,0.002082400024
9,21,0.005734629929
9,21,0.005625508726
9,21,0.005575221032
9,21,0.004413243383
9,21,0.005560226738
9,21,0.006013914943
9,21,0.004276543856
9,21,0.001410029829
9,21,0.004730563611
9,21,0.005172193050
9,21,0.004235919565
9,21,0.004314512014
9,21,0.005045671016
9,21,0.005260184407
9,21,0.003747604787
9,21,0.005506265908
9,21,0.004524491727
9,21,0.005754474550
9,21,0.004993673414
9,21,0.003208078444
9,21,0.006316099316
9,21,0.005400452763
9,21,0.005423575640
9,21,0.005388930440
9,21,0.003970209509
9,21,0.005918581039
9,21,0.002829939127
9,21,0.000451799482
9,21,0.005182992667
9,21,0.005662001669
9,21,0.004694208503
9,21,0.005593955517
9,21,0.005035385489
9,21,0.005930457264
9,21,0.005954958498
9,21,0.001214195043
9,21,0.005271736532
9,20,0.003605883569
9,20,0.003125637770
9,20,0.003073979169
9,20,0.005199134350
9,20,0.004428770393
9,20,0.003790177405
9,20,0.002902980894
9,20,0.003094915301
9,20,0.001563861966
9,20,0.004831921309
9,20,0.004299577326
9,20,0.001706190407
9,20,0.004462957382
9,20,0.003235001117
9,20,0.003429129720
9,20,0.003312736750
9,20,0.005109004676
9,20,0.003621492535
9,20,0.007674001157
9,20,0.004565007985
9,20,0.004730761051
9,20,0.001534748822
9,20,0.004076059908
9,20,0.003228306770
9,20,0.004294045269
9,20,0.003025479615
9,20,0.003804780543
9,20,0.003521028906
9,20,0.001397438347
9,20,0.004840154201
9,20,0.003878798336
9,20,0.004173811525
9,21,0.001601297408
9,21,0.005543004721
9,21,0.003234852105
9,21,0.005711566657
9,21,0.001788366586
9,21,0.004889242351
9,21,0.004974223673
9,21,0.005577333272
9,21,0.005388725549
9,21,0.003892779350
9,21,0.005331948400
9,21,0.004557028413
9,21,0.003975253552
9,21,0.005331534892
9,21,0.003695834428
9,21,0.006804049015
9,20,0.001536220312
9,20,0.008846804500
9,20,0.004008878022
9,20,0.004357900470
9,20,0.004344582558
9,20,0.004286795855
9,20,0.004066683352
9,20,0.004902400076
9,20,0.002697490156
9,20,0.003757227212
9,20,0.003884680569
9,20,0.003100093454
9,20,0.001583915204
9,20,0.004375249147
9,20,0.004175927490
9,20,0.002294279635
9,20,0.003876790404
9,20,0.002890754491
9,20,0.004398420453
9,20,0.004192069173
9,20,0.004955362529
9,20,0.003823991865
9,20,0.004431463778
9,20,0.007929928601
9,21,0.001436933875
9,21,0.004098091274
9,21,0.011436279863
9,21,0.005211722106
9,21,0.005753163248
9,21,0.006080064923
9,21,0.005095060915
9,21,0.005114473403
9,21,0.003033999354
9,21,0.003357384354
9,21,0.005573727190
9,21,0.005780141801
9,21,0.003320232034
9,21,0.003618497401
9,21,0.003575671464
9,21,0.005142141134
9,21,0.005725260824
9,21,0.006258584559
9,21,0.006050441414
9,21,0.005448043346
9,20,0.012343261391
9,20,0.000436276197
9,20,0.004805382341
9,20,0.010647214949
9,19,0.002773690969
9,19,0.003929566592
9,19,0.003711692989
9,19,0.002411969006
9,19,0.002576917410
9,19,0.004002969712
9,19,0.003012679517
9,19,0.002557061613
9,19,0.003932889551
9,19,0.003376521170
9,19,0.003397453576
9,19,0.003537267447
9,19,0.003284607083
9,19,0.003057122231
9,19,0.003494884819
9,19,0.003566898406
9,20,0.004987645894
9,20,0.004558447748
9,20,0.000514771789
9,20,0.004981148988
9,20,0.009174022824
9,20,0.005364675075
9,20,0.005112536252
9,20,0.004795286804
9,20,0.004700634629
9,20,0.009612992406
9,20,0.009347952902
9,20,0.005372960120
