cca,size,density,total_time
8,28,20,0.1915015980
8,28,20,0.1914311710
8,28,20,0.1914976810
8,29,10,0.1986650940
8,29,10,0.1988156210
8,29,10,0.1985785430
8,29,10,0.1985366230
8,29,10,0.1985512650
8,29,10,0.1992044090
8,29,10,0.1985444100
8,29,10,0.2327112290
8,29,10,0.1987585570
8,29,10,0.1989209950
8,29,20,0.1986760800
8,29,20,0.1985533680
8,29,20,0.1987712470
8,29,20,0.2008490250
8,29,20,0.1986487110
8,29,20,0.1987205300
8,29,20,0.1122066750
8,29,20,0.1986573970
8,29,20,0.1987987490
8,29,20,0.1985682080
8,30,10,0.2051287590
8,30,10,0.1154269950
8,30,10,0.2067599090
8,30,10,0.2051411560
8,30,10,0.2061985850
8,30,10,0.2052862880
8,30,10,0.2064750450
8,30,10,0.2051001960
8,30,10,0.2062208230
8,30,10,0.2344780730
8,30,20,0.3036830790
8,30,20,0.3055920520
8,30,20,0.2750157990
8,30,20,0.2241075220
8,30,20,0.2053343960
8,30,20,0.2051051230
8,30,20,0.1154503850
8,30,20,0.2051237430
8,30,20,0.2055839360
8,30,20,0.2052438730
8,31,10,0.1188754350
8,31,10,0.1189216670
8,31,10,0.1188763740
8,31,10,0.1189420220
8,31,10,0.1190460840
8,31,10,0.1191185740
8,31,10,0.1189308330
8,31,10,0.1188871410
8,31,10,0.1188978470
8,31,10,0.1189956870
8,31,20,0.1191786180
8,31,20,0.1191415930
8,31,20,0.1190284240
8,31,20,0.1188686620
8,31,20,0.1189739230
8,31,20,0.1189062740
8,31,20,0.1189121840
8,31,20,0.1190316350
8,31,20,0.1190497400
8,31,20,0.1189005600
8,32,10,0.2198680740
8,32,10,0.2201718450
8,32,10,0.2200183710
8,32,10,0.2199445340
8,32,10,0.2200763660
8,32,10,0.2200502710
8,32,10,0.2200180680
8,32,10,0.2201906700
8,32,10,0.2206087560
8,32,10,0.2202008780
8,32,20,0.2202121910
8,32,20,0.2198681200
8,32,20,0.2198668110
8,32,20,0.2199112460
8,32,20,0.2200199320
8,32,20,0.2202166210
8,32,20,0.2200301280
8,32,20,0.2201707070
8,32,20,0.2200591020
8,32,20,0.2202840590
